Unnamed: 0,ODT,RowID,platform.BAT.batteryCurrentDir,platform.BAT.batteryCurrent[0:2],platform.BAT.batteryVoltage[0:2],platform.EPS.switchVoltages[0:9],platform.EPS.switchCurrents[0:9],platform.EPS.actualSwitchStatesBitmap,platform.EPS.expectedSwitchStatesBitmap,platform.ADCS.busVoltages_2,platform.ADCS.busVoltages_1,platform.ADCS.busVoltages_0,platform.ADCS.busCurrents_2,platform.ADCS.busCurrents_1,platform.ADCS.busCurrents_0,platform.EPS.busCurrentDraws_1,platform.EPS.busCurrentDraws_0,platform.EPS.busCurrents_3,platform.EPS.busCurrents_2,platform.EPS.busCurrents_1,platform.EPS.busCurrents_0,platform.EPS.busVoltages_3,platform.EPS.busVoltages_2,platform.EPS.busVoltages_1,platform.EPS.busVoltages_0,platform.EPS.solarArrayVoltages_2,platform.EPS.solarArrayVoltages_1,platform.EPS.solarArrayVoltages_0,platform.EPS.solarArrayCurrents_4,platform.EPS.solarArrayCurrents_3,platform.EPS.solarArrayCurrents_2,platform.EPS.solarArrayCurrents_1,platform.EPS.solarArrayCurrents_0,platform.EPS.switchCurrents_9,platform.EPS.switchCurrents_8,platform.EPS.switchCurrents_7,platform.EPS.switchCurrents_6,platform.EPS.switchCurrents_5,platform.EPS.switchCurrents_4,platform.EPS.switchCurrents_3,platform.EPS.switchCurrents_2,platform.EPS.switchCurrents_1,platform.EPS.switchCurrents_0,platform.EPS.switchVoltages_9,platform.EPS.switchVoltages_8,platform.EPS.switchVoltages_7,platform.EPS.switchVoltages_6,platform.EPS.switchVoltages_5,platform.EPS.switchVoltages_4,platform.EPS.switchVoltages_3,platform.EPS.switchVoltages_2,platform.EPS.switchVoltages_1,platform.EPS.switchVoltages_0,platform.BAT.batteryVoltage_2,platform.BAT.batteryVoltage_1,platform.BAT.batteryVoltage_0,platform.BAT.batteryCurrent_2,platform.BAT.batteryCurrent_1,platform.BAT.batteryCurrent_0,platform.EPS.solarArrayCurrents[0:4],platform.EPS.solarArrayVoltages[0:2],platform.EPS.busVoltages[0:3],platform.EPS.busCurrents[0:3],platform.EPS.busCurrentDraws[0:1],platform.ADCS.busCurrents[0:2],platform.ADCS.busVoltages[0:2],platform.ADCS.sensorCurrent,platform.ADCS.mtqCurrent,platform.CMC.current3V3,platform.CMC.current5V,platform.CMC.voltage3V3,platform.CMC.voltage5V,obsw.platform.obc.TelemetryADCA.channelOutput[3],obsw.platform.obc.TelemetryADCA.channelOutput[0],obsw.platform.obc.TelemetryADCA.channelOutput[1],obsw.platform.obc.TelemetryADCA.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[0],obsw.platform.obc.TelemetryADCB.channelOutput[1],obsw.platform.obc.TelemetryADCB.channelOutput[2],obsw.platform.obc.TelemetryADCB.channelOutput[3],obsw.platform.obc.TelemetryADCC.channelOutput[1],obsw.platform.obc.TelemetryADCC.channelOutput[2],obsw.platform.obc.TelemetryADCC.channelOutput[5],obsw.platform.obc.TelemetryADCB.channelOutput[4],obsw.platform.obc.TelemetryADCC.channelOutput[6],obsw.platform.obc.TelemetryADCB.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[6],obsw.platform.obc.TelemetryADCA.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[3],cdh.telemetry.DataPool.paramValid
4805,9031981,150159,1,31465476,811428748,3716239152395086711958276098,2478300297158966870322186242,128,128,703,72,512,101,673,556,7,6,2,21,42,9,960,584,778,904,738,349,261,384,329,42,2,5,2,2,18,5,2,1,5,2,2,2,2,2,776,2,1,2,2,1,2,3,908,858,773,4,8,30,5499750000000.0,274036450,971479000000.0,9707738114,6151,76506400000000.0,140757000000000.0,9030,92,17428,65501,1258,828,2136,2135,1135,3356,3348,476,3342,318,1654,3,2157,27,3378,5,2305,34,2436,2303,11111111111111111111
4806,9032041,150160,1,32514054,811428748,2478300293701327154470455298,2478300297160092770231126018,128,128,34,617,513,566,705,896,7,6,2,22,74,9,384,632,777,904,733,410,253,128,254,23,2,5,2,2,20,5,2,2,5,2,2,2,2,2,776,2,1,2,2,2,2,2,908,858,773,6,8,31,5499730000000.0,265710301,971478000000.0,9741293570,6151,61620000000000.0,141178000000000.0,5471,153,17416,65501,1258,828,2141,2137,1127,3353,3344,451,3339,318,4095,1518,2156,26,3371,5,2307,34,2436,2297,11111111111111111111
4807,9032101,150161,0,32514054,811428748,2478300293701328253983131650,2478300297160092770230077442,128,128,765,471,513,247,321,952,8,6,2,22,43,8,704,80,778,902,692,365,262,512,1017,157,7,5,2,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,908,858,773,6,8,31,5505240000000.0,275101364,969331000000.0,8635045890,6152,65442500000000.0,141139000000000.0,5606,557,17404,65501,1258,828,2141,2135,1136,3356,3348,476,3343,318,1650,3,2153,26,3375,5,2306,33,2437,2304,11111111111111111111
4808,9032161,150162,1,32514076,811428755,3716239152395087811469903874,2478300297160092770229028866,128,128,271,695,513,1019,576,882,8,6,2,22,42,9,256,696,777,912,5,358,460,384,64,125,324,4,2,2,18,5,2,2,5,2,2,2,2,2,776,2,2,2,2,1,2,3,915,858,773,28,8,31,4746070000000.0,482711557,980068000000.0,9707739138,6152,60649300000000.0,141199000000000.0,8694,459,17404,65507,1258,828,2161,2156,1126,3357,3348,476,3342,318,1652,3,2176,27,3375,5,2303,34,2438,2300,11111111111111111111
4809,9032222,150163,1,32514073,811428756,1240359073824327261672704002,2478300296007171265622181890,128,128,656,494,1022,872,32,544,7,6,2,22,42,8,128,444,777,911,245,425,406,640,359,122,282,4,2,2,18,5,2,2,4,2,2,2,2,2,777,2,2,2,2,1,2,1,916,858,773,25,8,31,4700970000000.0,426157301,978994000000.0,8633997314,6151,74771200000000.0,140529000000000.0,5413,170,17392,65501,1258,828,2160,2154,1126,3357,3348,477,3343,318,1653,3,2175,27,3378,5,2304,33,2437,2301,11111111111111111111
4810,9032281,150164,1,31465487,812478350,2478300293701328253983131650,2477091371340478141054322689,128,128,583,121,513,587,257,966,8,6,2,22,42,9,576,144,778,910,723,364,263,256,349,191,3,5,1,2,18,5,2,2,5,2,1,2,2,2,777,2,2,2,2,2,2,2,910,859,774,15,8,30,5500980000000.0,276148947,977921000000.0,9707739138,6152,66400300000000.0,141045000000000.0,8598,517,17392,65501,1258,828,2145,2139,1127,3356,3348,477,3343,319,1654,3,2160,27,3378,5,2313,34,2437,2299,11111111111111111111
4811,9032341,150165,1,31465495,811428756,3716240332986708528882255874,2478300297160092770230077442,128,128,638,873,512,990,641,997,7,6,2,22,42,9,832,648,778,912,848,366,265,768,552,285,6,5,2,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,3,916,858,773,23,8,30,5504300000000.0,278248272,980069000000.0,9707739138,6151,68556400000000.0,140972000000000.0,8996,712,17392,65501,1258,828,2162,2156,1126,3357,3348,476,3342,318,1654,3,2177,27,3378,5,2306,34,2438,2304,11111111111111111111
4812,9032401,150166,1,32514053,812478347,3716240332986708528881207298,2478300297160092770230077442,128,128,391,985,512,366,897,995,7,6,2,21,42,8,192,412,777,907,253,360,350,768,421,159,36,5,2,2,19,5,2,2,5,2,2,2,2,2,776,2,2,2,2,2,2,3,907,859,774,5,8,31,5536380000000.0,367370493,974699000000.0,8633996290,6151,68436100000000.0,141002000000000.0,8682,811,17392,65501,1258,828,2153,2148,1123,3356,3347,476,3343,318,1654,3,2169,26,3378,5,2313,34,2436,2296,11111111111111111111
4813,9032461,150167,0,31465486,811428756,2478300293701328253983131650,2478300297160092770229028866,128,128,54,916,1023,18,1,551,8,6,2,22,42,8,256,696,777,912,253,411,433,768,58,2,342,5,2,2,18,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,916,858,773,14,8,30,5864780000000.0,454454525,980068000000.0,8633997314,6152,75729000000000.0,140723000000000.0,8806,432,17392,65501,1258,828,2163,2157,1127,3356,3348,477,3343,318,1654,3,2177,27,3378,5,2308,33,2437,2306,11111111111111111111
4814,9032522,150168,1,31465484,811428756,2478300293701327154471503874,2478300297160092770229028866,128,128,391,985,512,117,65,936,7,6,2,23,42,8,128,444,777,911,815,351,365,256,648,29,316,4,2,2,18,5,2,2,5,2,2,2,2,2,777,2,1,2,2,2,2,2,916,858,773,12,8,30,4737380000000.0,383090479,978994000000.0,8633998338,6151,64325800000000.0,141002000000000.0,5562,154,17380,65501,1258,828,2160,2155,1120,3357,3348,477,3342,318,1654,3,2175,27,3378,5,2313,34,2436,2296,11111111111111111111
4815,9032581,150169,1,31465494,811428756,2478300293701328253983131650,2478300297160092770229028866,128,128,109,650,512,17,481,517,7,6,2,21,42,9,832,648,778,912,845,367,267,512,843,330,4,5,2,2,18,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,916,858,773,22,8,30,5502200000000.0,280346445,980069000000.0,9707738114,6151,71120500000000.0,140912000000000.0,9059,389,17380,65501,1258,828,2162,2157,1122,3357,3348,476,3342,318,1654,3,2177,26,3378,4,2317,33,2436,2299,11111111111111111111
4816,9032641,150170,1,31466517,812477332,2478300293701328253983131650,2478300297160092770230077442,128,128,957,631,513,287,769,928,7,6,2,22,42,8,256,696,777,912,850,417,312,512,347,290,10,5,2,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,916,858,774,21,9,30,5508600000000.0,327583570,980068000000.0,8633997314,6151,63823300000000.0,141182000000000.0,5626,133,17392,65501,1258,828,2163,2157,1120,3356,3347,477,3342,318,1654,3,2178,26,3378,5,2316,33,2438,2298,11111111111111111111
4817,9032701,150171,1,32514059,812477329,2478300293701328253983131650,2478300296007171265623230466,128,128,381,151,513,332,769,1010,7,6,2,22,42,8,0,869,778,909,664,417,366,256,53,21,179,5,2,2,19,5,2,2,4,2,2,2,2,2,777,2,2,2,2,2,2,2,913,858,774,11,8,31,5689780000000.0,384206488,976848000000.0,8633997314,6151,69458300000000.0,141053000000000.0,8623,748,17392,65501,1258,828,2158,2153,1121,3357,3349,476,3343,318,1654,3,2174,26,3378,5,2310,34,2436,2293,11111111111111111111
4818,9032761,150172,1,31465491,811428757,2478300293700202354076289026,2477091371340478141055371266,128,128,537,888,512,243,961,970,8,6,2,22,42,9,256,696,777,912,811,425,428,640,257,5,293,5,2,2,19,5,2,2,5,2,1,2,2,2,777,2,2,1,2,2,2,2,917,858,773,19,8,30,5812170000000.0,449226539,980068000000.0,9707739138,6152,66722400000000.0,140976000000000.0,9166,398,17392,65501,1258,828,2163,2157,1119,3357,3348,476,3342,318,1654,3,2178,27,3378,5,2312,33,2437,2298,11111111111111111111
4819,9032822,150173,1,32514066,811428757,1240360254415947978010265602,2477091371340478141055371266,128,128,381,151,513,21,706,956,7,6,2,22,42,8,384,948,777,913,801,350,358,256,743,58,225,4,2,2,19,5,2,2,5,2,1,2,2,2,777,1,2,2,2,2,2,1,917,858,773,18,8,31,4639700000000.0,375749409,981142000000.0,8633997314,6151,65743200000000.0,141053000000000.0,7191,218,17392,65501,1258,828,2163,2158,1125,3357,3348,477,3343,318,1654,3,2178,27,3378,4,2304,34,2437,2304,11111111111111111111
4820,9032881,150174,1,31465490,812477333,2478300293701328253983131650,2478300297160092770229028866,128,128,372,680,513,572,832,520,7,6,2,22,42,8,256,696,777,912,842,421,306,0,315,296,11,5,2,2,18,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,917,858,774,18,8,30,5509680000000.0,321296202,980068000000.0,8633997314,6151,71580000000000.0,141195000000000.0,7133,92,17440,65501,1258,828,2163,2158,1120,3357,3348,476,3343,318,1654,3,2178,26,3378,5,2310,33,2438,2296,11111111111111111111
4821,9032941,150175,1,31465489,811428757,3716240332986708528882255874,2478300297160092770230077441,128,128,985,407,512,615,513,931,7,6,2,22,42,9,256,696,777,912,828,396,306,512,347,290,10,5,1,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,3,917,858,773,17,8,30,5508600000000.0,321270588,980068000000.0,9707739138,6151,64012300000000.0,140847000000000.0,6387,333,17416,65501,1258,828,2162,2157,1121,3357,3348,476,3342,318,1653,3,2177,27,3378,4,2314,34,2438,2297,11111111111111111111
4822,9033001,150176,1,32514065,811428756,2478300293701327154470455298,2478300297160092770230077442,128,128,326,423,513,1004,512,928,8,6,2,22,42,9,832,995,776,913,656,327,366,128,245,1022,310,5,2,2,19,5,2,2,5,2,2,2,2,2,776,2,1,2,2,2,2,2,916,858,773,17,8,31,5831490000000.0,384114320,981141000000.0,9707739138,6152,63806100000000.0,141126000000000.0,8833,397,17404,65507,1258,828,2146,2141,1127,3357,3348,476,3342,317,1653,3,2161,26,3375,5,2314,34,2436,2296,11111111111111111111
4823,9033061,150177,1,31465489,812478357,2477091367881713624808425474,2478300297160092770229028866,128,128,638,528,1023,105,321,552,8,6,2,22,42,8,832,648,778,912,783,395,420,128,529,1021,324,4,2,2,18,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,1,2,917,859,774,17,8,30,4747010000000.0,440807183,980069000000.0,8633997314,6152,75909400000000.0,140671000000000.0,6843,564,17404,65501,1258,828,2163,2158,1120,3357,3348,476,3342,318,1653,2,2179,27,3375,5,2311,33,2437,2294,11111111111111111111
4824,9033122,150178,1,32514065,812477333,2478300293701328253983131650,2478300297160092770229028865,128,128,24,807,513,884,257,965,8,6,2,22,42,9,256,696,777,912,785,399,346,0,521,225,58,4,1,2,18,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,917,858,774,17,8,31,4460560000000.0,363216657,980068000000.0,9707739138,6152,66331600000000.0,141229000000000.0,8155,263,17404,65501,1258,828,2164,2158,1120,3357,3348,477,3342,318,1652,3,2178,26,3375,5,2307,34,2436,2290,11111111111111111111
4825,9033181,150179,1,31465488,811428757,2478300293701328253983131650,2478300297160092770229028866,128,128,647,344,512,848,352,512,7,6,2,22,42,9,832,648,778,912,852,408,338,512,931,215,50,4,2,2,18,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,917,858,773,16,8,30,4451960000000.0,354837332,980069000000.0,9707739138,6151,70416100000000.0,140830000000000.0,9098,161,17416,65501,1258,828,2164,2158,1121,3357,3348,476,3342,318,1652,3,2179,26,3375,5,2313,34,2437,2297,11111111111111111111
4826,9033241,150180,1,32514064,811428756,3716240332986708528882255874,2478300297160092770230077442,128,128,134,263,513,807,193,965,8,6,2,21,42,9,256,696,777,912,798,351,334,0,578,158,34,4,2,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,3,916,858,773,16,8,31,4434720000000.0,350584606,980068000000.0,9707738114,6152,66327300000000.0,141083000000000.0,8699,205,17416,65501,1258,828,2150,2144,1126,3356,3348,476,3342,318,1651,3,2162,26,3376,5,2307,34,2437,2303,11111111111111111111
4827,9033301,150181,1,31465488,811429781,2478300293701328252908341250,2478300297160092770230077442,128,128,857,985,513,739,672,565,7,6,2,22,74,8,256,696,777,912,782,422,391,640,827,120,237,4,2,2,19,5,2,2,5,2,2,2,2,2,776,1,2,2,2,2,2,2,917,859,773,16,8,30,4652650000000.0,410426126,980068000000.0,8667551746,6151,77743300000000.0,141277000000000.0,8601,361,17416,65501,1258,828,2162,2157,1122,3354,3344,450,3339,318,4095,1528,2176,27,3372,5,2312,33,2437,2295,11111111111111111111
4828,9033361,150182,1,31465486,811428756,2478300293701327153396713474,2477091371340478141055371266,128,128,968,944,1021,674,1,939,7,6,2,22,75,9,128,444,777,911,253,417,361,128,366,191,158,5,2,2,19,5,2,2,5,2,1,2,2,2,776,1,1,2,2,2,2,2,916,858,773,14,8,30,5667410000000.0,378963197,978994000000.0,9742342146,6151,64527700000000.0,140452000000000.0,9089,540,17416,65501,1258,828,2163,2157,1122,3353,3344,450,3339,318,4095,1606,2177,27,3374,5,2315,34,2437,2298,11111111111111111111
4829,9033422,150183,1,31465487,812477333,2478300293701328253983131650,2477091371340478141055371266,128,128,446,713,512,89,833,970,7,6,2,22,42,9,384,948,777,913,648,333,348,128,37,73,119,5,2,2,19,5,2,2,5,2,1,2,2,2,777,2,2,2,2,2,2,2,917,858,774,15,8,30,5625410000000.0,365246088,981142000000.0,9707739138,6151,66713800000000.0,140929000000000.0,8093,313,17428,65501,1258,828,2163,2158,1122,3357,3348,477,3342,318,1647,3,2177,26,3377,5,2308,34,2437,2291,11111111111111111111
4830,9033481,150184,1,31465486,811428757,2478300293701328253983131650,2478300297160092770229028866,128,128,356,538,512,176,322,995,8,6,2,22,43,8,384,948,777,913,833,412,343,896,644,3,85,5,2,2,18,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,917,858,773,14,8,30,5588830000000.0,360084289,981142000000.0,8635045890,6152,68397500000000.0,140882000000000.0,8092,626,17440,65501,1258,828,2164,2158,1125,3357,3348,476,3342,318,1649,3,2177,26,3376,5,2314,33,2437,2300,11111111111111111111
4831,9033541,150185,1,31465486,812478357,2478300293701328253983131650,2478300297160092770230077442,128,128,24,807,513,154,322,954,7,6,2,22,43,8,832,648,778,912,769,342,340,0,894,11,72,5,2,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,917,859,774,14,8,30,5574880000000.0,356866817,980069000000.0,8635045890,6151,65580000000000.0,141229000000000.0,9162,407,17440,65501,1258,828,2160,2155,1130,3357,3348,476,3342,318,1649,3,2173,27,3376,5,2304,33,2437,2303,11111111111111111111
4832,9033601,150186,1,31465487,811428757,2478300293701328252909389826,2478300297160092770229028866,128,128,830,9,513,847,640,526,8,6,2,22,42,8,384,948,777,913,828,399,345,640,135,205,90,5,2,2,18,5,2,2,5,2,2,2,2,2,777,1,2,2,2,2,2,2,917,858,773,15,8,30,5594410000000.0,362168124,981142000000.0,8633997314,6152,72378900000000.0,141015000000000.0,6301,192,17452,65501,1258,828,2164,2158,1122,3357,3348,476,3342,318,1649,3,2177,27,3377,5,2309,33,2437,2292,11111111111111111111
4833,9033661,150187,0,31465476,811428758,3716240332986708528882255874,2478300297160092770230077442,128,128,491,631,512,38,705,1021,7,6,2,22,42,8,384,948,777,913,791,337,341,512,73,106,75,5,2,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,3,918,858,773,4,8,30,5578200000000.0,357910295,981142000000.0,8633997314,6151,70209900000000.0,140907000000000.0,9084,113,17464,65501,1258,828,2164,2158,1121,3357,3348,476,3342,318,1648,3,2178,27,3377,4,2309,33,2437,2292,11111111111111111111
4834,9033722,150188,1,31465486,811428757,2478300293701328253982083074,2478300297160092770229028866,128,128,336,233,513,763,0,516,7,6,2,23,42,9,384,948,777,913,767,407,303,128,835,38,11,5,2,2,18,5,2,2,5,2,2,2,2,2,776,2,2,2,2,2,2,2,917,858,773,14,8,30,5509410000000.0,318136063,981142000000.0,9707740162,6151,70918600000000.0,141075000000000.0,7314,222,17464,65501,1258,828,2164,2159,1123,3357,3348,477,3343,318,1648,3,2178,26,3376,4,2310,34,2437,2293,11111111111111111111
4835,9033781,150189,1,31465485,811429781,2478300293701328253983131650,2477091371340478141055371266,128,128,345,728,512,16,705,980,8,6,2,23,43,9,960,900,778,913,775,417,415,384,914,1020,244,4,2,2,19,5,2,2,5,2,1,2,2,2,777,2,2,2,2,2,2,2,917,859,773,13,8,30,4661110000000.0,435586823,981143000000.0,9708788738,6152,67392400000000.0,140933000000000.0,6559,305,17476,65507,1258,828,2164,2159,1121,3357,3348,476,3343,318,1647,3,2178,27,3377,5,2312,34,2436,2295,11111111111111111111
4836,9033841,150190,1,31465484,811428756,2478300293701328253983131650,2478300297160092770230077442,128,128,190,330,513,581,385,946,8,6,2,22,42,8,576,144,778,910,252,338,346,128,853,26,156,5,2,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,916,858,773,12,8,30,5665090000000.0,363153660,977921000000.0,8633997314,6152,65034500000000.0,141101000000000.0,6861,954,17487,65507,1258,828,2160,2155,1126,3357,3348,476,3343,317,1647,3,2174,27,3378,5,2304,34,2437,2302,11111111111111111111
4837,9033901,150191,1,31465485,812478357,2478300293701328253983131650,2477091370187556636448524290,128,128,372,680,513,579,960,559,8,6,2,21,42,8,384,948,777,913,822,403,333,256,453,3,61,5,2,2,19,5,2,2,4,2,1,2,2,2,777,2,2,2,2,2,2,2,917,859,774,13,8,30,5563060000000.0,349589302,981142000000.0,8633996290,6152,76957300000000.0,141195000000000.0,9305,255,17499,65507,1258,828,2164,2159,1121,3358,3347,476,3342,318,1647,3,2179,26,3377,5,2311,34,2437,2294,11111111111111111111
4838,9033961,150192,1,32514061,812477333,3716240332986708528881207298,2478300297160092770229028866,128,128,109,650,512,874,832,940,7,6,2,21,42,8,960,900,778,913,718,401,313,128,339,1022,16,5,2,2,18,5,2,2,5,2,2,2,2,2,776,2,2,2,2,2,2,3,917,858,774,13,8,31,5515810000000.0,328615630,981143000000.0,8633996290,6151,64652200000000.0,140912000000000.0,5894,324,17499,65501,1258,828,2164,2159,1122,3357,3348,476,3342,318,1646,3,2179,26,3378,4,2312,34,2436,2295,11111111111111111111
4839,9034022,150193,1,32514061,811428757,2478300293701328253983131650,1240360257874712495330953218,128,128,89,345,513,625,736,522,7,6,2,22,42,8,256,696,777,912,745,378,400,896,458,5,272,4,2,2,19,5,2,2,5,2,2,1,2,2,777,2,2,2,2,2,2,2,917,858,773,13,8,31,4690110000000.0,419818217,980068000000.0,8633997314,6151,71842000000000.0,141105000000000.0,9020,216,17511,65501,1258,828,2164,2159,1121,3357,3348,477,3343,318,1646,3,2179,27,3377,4,2312,34,2436,2294,11111111111111111111
4840,9034081,150194,1,31465484,811428757,2478300293701328253983131650,2478300297160092770230077442,128,128,840,498,1023,997,192,937,8,6,2,22,42,8,256,696,777,912,744,417,402,896,602,213,211,4,2,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,917,858,773,12,8,30,4624830000000.0,421955304,980068000000.0,8633997314,6152,64403100000000.0,140667000000000.0,5949,679,17511,65501,1258,828,2164,2159,1122,3357,3348,477,3342,318,1646,3,2179,26,3378,5,2308,34,2437,2305,11111111111111111111
4841,9034141,150195,1,31465483,811428757,3716240332986708528882255874,2478300296007171265624279042,128,128,98,840,512,530,416,539,8,6,2,22,42,8,128,444,777,911,749,331,415,896,460,122,188,5,2,2,20,5,2,2,4,2,2,2,2,2,777,2,2,2,2,2,2,3,917,858,773,11,8,30,5699550000000.0,435498733,978994000000.0,8633997314,6152,74135500000000.0,140963000000000.0,9040,573,17523,65501,1258,828,2160,2155,1129,3357,3348,476,3343,318,1645,3,2175,26,3378,4,2306,33,2437,2304,11111111111111111111
4842,9034201,150196,1,31465484,812477333,3716240332986708528882255874,2478300296007171265623230466,128,128,272,174,1022,400,833,856,8,6,2,22,43,8,256,696,777,912,771,415,399,896,1020,0,206,5,2,2,19,5,2,2,4,2,2,2,2,2,777,2,2,2,2,2,2,3,917,858,774,12,8,30,5718750000000.0,418807555,980068000000.0,8635045890,6152,58879800000000.0,140486000000000.0,5415,338,17535,65501,1258,828,2165,2159,1123,3358,3348,476,3342,317,1644,3,2179,27,3378,5,2315,33,2437,2297,11111111111111111111
4843,9034261,150197,1,31465484,812477333,2478300293701328253983131650,2478300297160092770229028866,128,128,62,393,512,965,960,550,8,6,2,21,43,8,256,696,777,912,742,405,400,896,975,1023,224,5,2,2,18,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,917,858,774,12,8,30,5739150000000.0,419845862,980068000000.0,8635044866,6152,75720400000000.0,140843000000000.0,8745,521,17547,65501,1258,828,2165,2159,1123,3358,3348,478,3342,318,1644,3,2179,26,3378,5,2312,34,2437,2294,11111111111111111111
4844,9034322,150198,1,32514059,812477333,2478300293701328253983131650,2478300297160092770231126018,128,128,583,121,513,852,256,527,7,6,2,22,42,9,384,948,777,913,242,408,364,640,821,182,131,5,2,2,20,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,917,858,774,11,8,31,5638410000000.0,382099698,981142000000.0,9707739138,6151,72464800000000.0,141045000000000.0,8370,158,17547,65501,1258,828,2165,2159,1123,3358,3348,477,3342,318,1644,3,2179,26,3378,4,2312,34,2437,2295,11111111111111111111
4845,9034381,150199,1,32514059,811428756,2478300293701328253983131650,2478300296007171265623229441,128,128,996,217,512,202,66,922,7,6,2,22,42,9,384,948,777,913,774,408,340,768,482,270,61,5,1,1,19,5,2,2,4,2,2,2,2,2,777,2,2,2,2,2,2,2,916,858,773,11,8,31,5563340000000.0,356934406,981142000000.0,9707739138,6151,63363800000000.0,140796000000000.0,5516,274,17559,65501,1258,828,2165,2160,1127,3358,3348,477,3343,318,1644,3,2179,26,3378,4,2306,34,2436,2304,11111111111111111111
4846,9034441,150200,1,31465483,812477334,2478300293701328253983131650,2478300297160092770230077442,128,128,811,728,513,354,96,546,8,5,2,22,43,8,384,948,777,913,758,372,340,768,757,182,123,5,2,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,918,858,774,11,8,30,5629820000000.0,356897526,981142000000.0,8635045890,5128,75054600000000.0,141208000000000.0,9136,216,17559,65501,1258,828,2165,2159,1124,3358,3348,477,3343,317,1643,3,2180,26,3378,5,2313,34,2437,2296,11111111111111111111
4847,9034501,150201,1,32514059,811428757,2478300293701328253983131650,1240360256721790990724106242,128,128,839,504,512,411,672,543,8,6,2,22,42,9,384,948,777,913,768,404,410,512,850,1020,236,4,2,2,19,5,2,2,4,2,2,1,2,2,777,2,2,2,2,2,2,2,917,858,773,11,8,31,4652520000000.0,430330624,981142000000.0,9707739138,6152,74719600000000.0,140873000000000.0,9254,495,17571,65501,1258,828,2165,2159,1124,3358,3348,477,3342,318,1642,3,2180,26,3379,5,2315,34,2437,2298,11111111111111111111
4848,9034561,150202,1,31465482,811428757,2478300293701328253983131650,2478300297160092770230077442,128,128,592,616,512,248,385,1019,7,6,2,22,43,9,384,948,777,913,252,375,395,384,455,20,254,5,2,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,917,858,773,10,8,30,5770310000000.0,414571772,981142000000.0,9708787714,6151,70051000000000.0,140903000000000.0,8531,635,17583,65501,1258,828,2165,2160,1125,3357,3348,477,3343,318,1643,3,2180,26,3379,4,2318,34,2437,2301,11111111111111111111
4849,9034622,150203,1,32514058,811428757,2478300293701328253982083074,2478300297160092770229028866,128,128,180,520,513,422,449,993,8,6,2,22,80,9,704,743,776,912,821,396,330,512,626,262,77,4,2,2,18,5,2,2,5,2,2,2,2,2,776,2,2,2,2,2,2,2,917,858,773,10,8,31,4481000000000.0,346436405,980067000000.0,9747585026,6152,68268600000000.0,141152000000000.0,8568,406,17583,65501,1258,828,2164,2158,1126,3354,3345,452,3339,318,4095,1520,2176,26,3373,5,2306,33,2436,2300,11111111111111111111
4850,9034681,150204,1,32514059,812477333,2478300293701328253983131650,2478300297160092770230077441,128,128,199,825,512,432,608,517,7,6,2,22,42,8,256,696,777,912,832,388,312,896,841,267,27,5,1,2,19,5,2,2,5,2,2,2,2,2,777,2,2,2,2,2,2,2,917,858,774,11,8,31,5526830000000.0,327553856,980068000000.0,8633997314,6151,71137600000000.0,140959000000000.0,8805,536,17595,65501,1258,828,2165,2159,1125,3358,3347,476,3342,318,1636,3,2178,26,3376,5,2307,34,2436,2305,11111111111111111111
4851,9034741,150205,0,31465478,812477330,3716240332986708528881207298,2478300297160092770231126018,128,128,79,535,513,8,514,945,8,6,2,22,42,9,576,144,778,910,620,332,283,384,57,158,15,5,2,2,20,5,2,2,5,2,2,2,2,2,776,2,2,2,2,2,2,3,914,858,774,6,8,30,5513830000000.0,297087596,977921000000.0,9707739138,6152,64974400000000.0,141156000000000.0,7444,833,17595,65501,1258,828,2160,2154,1130,3358,3348,477,3343,318,1639,3,2173,26,3376,5,2303,34,2436,2301,11111111111111111111
